Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,36.299999,37.980000,35.549999,36.529999,31.511791,1607818000
2016-09-01,36.570000,38.320000,35.849998,37.450001,32.305401,1779944900
2016-10-01,37.529999,38.189999,36.380001,37.139999,32.037991,1177911900
2016-11-01,37.279999,37.669998,34.029999,35.500000,30.623281,1818438900
2016-12-01,35.400002,36.410000,33.939999,35.009998,30.200592,1138805500
2017-01-01,35.389999,37.619999,35.299999,37.340000,32.578804,990538100
2017-02-01,37.490002,39.150002,37.259998,37.990002,33.145924,827221700
2017-03-01,38.299999,40.230000,37.389999,39.389999,34.367413,1490290800
2017-04-01,39.509998,40.310001,38.709999,40.060001,34.951981,896440500
2017-05-01,40.240002,41.759998,39.790001,41.200001,35.946617,1208410000
2017-06-01,41.310001,42.040001,40.900002,41.389999,36.112381,1190107000
2017-07-01,41.619999,44.160000,40.950001,43.799999,38.392162,949944400
2017-08-01,44.000000,45.070000,42.720001,44.830002,39.294994,1053555400
2017-09-01,45.009998,45.959999,44.090000,44.810001,39.277466,1069822900
2017-10-01,44.810001,46.820000,44.790001,46.279999,40.565968,1030611000
2017-11-01,46.700001,47.930000,45.450001,46.099998,40.408184,1050700800
2017-12-01,45.980000,47.320000,45.049999,47.119999,41.302254,1053812000
2018-01-01,47.779999,52.080002,47.730000,51.029999,45.407345,1287176300
2018-02-01,50.570000,50.849998,45.040001,48.020000,42.728996,1919418900
2018-03-01,48.369999,50.180000,46.869999,48.279999,42.960350,1439966700
2018-04-01,47.950001,48.310001,46.009998,46.919998,41.750206,1295042500
2018-05-01,46.639999,47.779999,45.119999,45.689999,40.655724,1498386800
2018-06-01,46.060001,47.150002,42.150002,43.330002,38.555763,1612612900
2018-07-01,42.619999,45.060001,42.529999,44.860001,40.177956,1274024600
2018-08-01,44.470001,44.689999,41.130001,43.169998,38.664345,1539012100
2018-09-01,42.490002,43.509998,40.630001,42.919998,38.440430,1380017000
2018-10-01,43.130001,43.160000,37.580002,39.160000,35.072861,2020690100
2018-11-01,39.779999,41.700001,39.139999,41.080002,36.792480,1890392200
2018-12-01,42.130001,42.150002,38.040001,39.060001,34.983303,2142900300
2019-01-01,38.590000,43.139999,38.299999,43.099998,39.181526,1804529100
2019-02-01,42.779999,43.730000,41.740002,42.439999,38.581532,1296965000
2019-03-01,42.779999,44.009998,41.389999,42.919998,39.017887,1521679300
2019-04-01,43.500000,44.840000,43.349998,43.930000,39.936062,1084607500
2019-05-01,44.009998,44.349998,39.750000,40.709999,37.008820,1791642800
2019-06-01,41.049999,43.209999,40.689999,42.910000,39.008801,1292335800
2019-07-01,43.700001,43.740002,41.279999,41.770000,38.261971,1045137500
2019-08-01,41.779999,42.099998,38.720001,40.189999,36.814667,1646912700
2019-09-01,39.730000,42.349998,39.730000,40.869999,37.437553,1193486100
